,Airline,Total_Stops,Price,j_month,j_date,a_total_min,d_total_min,dur_min,dur_hour,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,s_Banglore,s_Chennai,s_Delhi,s_Kolkata,s_Mumbai
1616,1,1,7480,5,24,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
1617,1,0,6961,6,3,1185,1020,45,2,0,0,1,0,0,0,1,0,0,0,0
1618,8,0,3841,4,24,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
1619,3,0,3943,6,3,15,1275,0,3,0,0,1,0,0,0,1,0,0,0,0
1620,4,0,7229,5,3,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
1621,8,0,4319,5,15,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
1622,3,0,4423,4,24,950,780,50,2,0,0,1,0,0,0,1,0,0,0,0
1623,4,1,16079,5,21,265,1370,35,5,0,1,0,0,0,0,0,0,1,0,0
1624,4,0,7754,6,21,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
1625,1,2,10467,6,1,565,795,10,20,0,1,0,0,0,0,0,0,1,0,0
1626,4,1,14714,6,3,755,1050,5,19,0,1,0,0,0,0,0,0,1,0,0
1627,1,1,7452,5,1,1265,1005,20,28,1,0,0,0,0,0,0,0,0,1,0
1628,1,2,13276,5,21,1155,800,55,29,0,1,0,0,0,0,0,0,1,0,0
1629,1,2,31783,3,1,635,530,45,25,0,0,0,0,0,1,1,0,0,0,0
1630,1,0,4667,5,1,835,700,15,2,0,0,0,0,1,0,0,1,0,0,0
1631,4,0,7229,6,15,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
1632,4,2,14237,6,15,755,1105,10,18,0,1,0,0,0,0,0,0,1,0,0
1633,6,1,8266,5,15,1155,620,55,8,0,1,0,0,0,0,0,0,1,0,0
1634,4,2,13882,6,24,265,565,0,19,0,1,0,0,0,0,0,0,1,0,0
1635,3,0,4823,5,6,1370,1200,50,2,0,0,1,0,0,0,1,0,0,0,0
1636,0,0,4483,5,24,165,1435,50,2,0,0,1,0,0,0,1,0,0,0,0
1637,1,0,6961,6,12,535,370,45,2,0,0,1,0,0,0,1,0,0,0,0
1638,4,1,9663,5,12,605,1135,10,15,1,0,0,0,0,0,0,0,0,1,0
1639,4,2,16704,5,18,265,1385,20,29,0,1,0,0,0,0,0,0,1,0,0
1640,3,0,4049,5,12,640,550,30,1,0,0,0,1,0,0,0,0,0,0,1
1641,8,0,3807,3,24,635,500,15,2,0,0,0,0,1,0,0,1,0,0,0
1642,3,1,6442,6,9,1350,410,40,15,0,1,0,0,0,0,0,0,1,0,0
1643,4,1,7832,3,15,460,420,40,24,0,0,0,0,0,1,1,0,0,0,0
1644,3,1,6442,6,24,1350,515,55,13,0,1,0,0,0,0,0,0,1,0,0
1645,3,0,4823,4,21,1370,1200,50,2,0,0,1,0,0,0,1,0,0,0,0
1646,4,1,13555,3,6,305,345,20,23,0,0,0,0,0,1,1,0,0,0,0
1647,2,1,5135,4,6,1175,635,0,9,0,1,0,0,0,0,0,0,1,0,0
1648,0,0,3383,5,15,165,1435,50,2,0,0,1,0,0,0,1,0,0,0,0
1649,2,1,5842,6,15,815,445,10,6,0,1,0,0,0,0,0,0,1,0,0
1650,4,2,16704,5,18,265,805,0,15,0,1,0,0,0,0,0,0,1,0,0
1651,1,1,8366,5,1,475,1010,5,15,1,0,0,0,0,0,0,0,0,1,0
1652,8,0,1965,5,9,435,345,30,1,0,0,0,1,0,0,0,0,0,0,1
1653,8,0,3873,6,6,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
1654,4,1,27992,3,1,1220,480,20,12,0,0,0,0,0,1,1,0,0,0,0
1655,6,1,10678,6,6,755,295,40,7,0,1,0,0,0,0,0,0,1,0,0
1656,1,1,6824,3,21,1395,530,25,14,0,0,0,0,0,1,1,0,0,0,0
1657,1,2,9443,6,12,1155,300,15,38,0,1,0,0,0,0,0,0,1,0,0
1658,6,1,13378,3,21,1155,425,10,12,0,1,0,0,0,0,0,0,1,0,0
1659,3,0,3943,5,1,410,240,50,2,0,0,1,0,0,0,1,0,0,0,0
1660,3,1,7191,5,18,1260,685,35,9,0,1,0,0,0,0,0,0,1,0,0
1661,8,0,3625,6,27,515,355,40,2,0,0,1,0,0,0,1,0,0,0,0
1662,2,1,6841,5,27,815,445,10,6,0,1,0,0,0,0,0,0,1,0,0
1663,4,1,11134,3,24,1405,1015,30,6,1,0,0,0,0,0,0,0,0,1,0
1664,4,1,14571,6,6,1245,1135,50,25,1,0,0,0,0,0,0,0,0,1,0
1665,1,3,12346,3,1,735,350,25,30,0,0,0,0,0,1,1,0,0,0,0
1666,4,0,4544,4,21,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
1667,4,2,13376,6,9,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
1668,4,1,11087,3,12,745,1135,30,17,0,0,0,0,0,1,1,0,0,0,0
1669,8,0,5515,3,3,690,540,30,2,1,0,0,0,0,0,0,0,0,1,0
1670,3,0,4804,6,27,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
1671,3,0,3597,6,12,935,795,20,2,0,0,0,0,1,0,0,1,0,0,0
1672,6,1,15353,3,6,1155,360,15,13,0,1,0,0,0,0,0,0,1,0,0
1673,4,1,9899,6,12,980,390,50,9,1,0,0,0,0,0,0,0,0,1,0
1674,3,0,7303,3,24,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
1675,4,1,13817,3,12,1280,535,25,12,0,0,0,0,0,1,1,0,0,0,0
1676,4,2,19329,3,6,1185,1150,35,24,0,1,0,0,0,0,0,0,1,0,0
1677,4,1,16289,6,12,755,425,30,5,0,1,0,0,0,0,0,0,1,0,0
1678,4,1,9663,5,15,605,1135,10,15,1,0,0,0,0,0,0,0,0,1,0
1679,1,2,10975,6,3,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
1680,0,0,4384,3,18,775,620,35,2,1,0,0,0,0,0,0,0,0,1,0
1681,4,1,14714,6,12,1140,540,0,10,0,1,0,0,0,0,0,0,1,0,0
1682,4,2,10919,6,12,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
1683,4,1,14388,5,21,280,845,35,14,1,0,0,0,0,0,0,0,0,1,0
1684,6,1,10877,6,15,1140,685,35,7,0,1,0,0,0,0,0,0,1,0,0
1685,4,2,15129,5,9,755,1385,30,13,0,1,0,0,0,0,0,0,1,0,0
1686,3,1,7191,5,6,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
1687,2,1,6686,5,1,465,1410,15,8,1,0,0,0,0,0,0,0,0,1,0
1688,6,1,7530,6,3,90,770,40,12,0,1,0,0,0,0,0,0,1,0,0
1689,3,1,6442,6,15,1350,455,55,14,0,1,0,0,0,0,0,0,1,0,0
1690,4,1,10262,6,27,755,540,35,27,0,1,0,0,0,0,0,0,1,0,0
1691,4,1,13817,3,12,570,1135,35,14,0,0,0,0,0,1,1,0,0,0,0
1692,4,1,13626,6,12,1415,845,30,9,1,0,0,0,0,0,0,0,0,1,0
1693,4,1,14388,5,12,605,1135,10,15,1,0,0,0,0,0,0,0,0,1,0
1694,3,0,4804,4,27,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
1695,3,0,5406,3,21,1055,870,5,3,0,1,0,0,0,0,0,0,1,0,0
1696,8,1,4611,4,3,1370,1075,55,4,0,1,0,0,0,0,0,0,1,0,0
1697,3,1,5069,6,9,780,490,50,4,1,0,0,0,0,0,0,0,0,1,0
1698,2,0,3898,6,6,640,465,55,2,0,0,1,0,0,0,1,0,0,0,0
1699,3,0,2754,6,6,810,720,30,1,0,0,0,1,0,0,0,0,0,0,1
1700,6,1,6943,5,27,90,900,30,10,0,1,0,0,0,0,0,0,1,0,0
1701,4,1,14781,5,18,1095,345,30,12,1,0,0,0,0,0,0,0,0,1,0
1702,4,1,16079,5,21,1140,780,0,6,0,1,0,0,0,0,0,0,1,0,0
1703,3,0,8033,3,15,1185,1015,50,2,0,0,0,0,0,1,1,0,0,0,0
1704,3,0,6860,3,9,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
1705,6,1,6953,3,27,1155,700,35,7,0,1,0,0,0,0,0,0,1,0,0
1706,3,0,4823,5,12,605,430,55,2,0,0,1,0,0,0,1,0,0,0,0
1707,3,0,4174,4,9,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
1708,4,2,12819,6,27,1140,805,35,29,0,1,0,0,0,0,0,0,1,0,0
1709,4,1,9663,5,15,280,1270,30,7,1,0,0,0,0,0,0,0,0,1,0
1710,8,0,3841,5,3,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
1711,3,0,5000,6,27,530,335,15,3,0,1,0,0,0,0,0,0,1,0,0
1712,1,2,13366,3,1,1330,350,20,16,0,0,0,0,0,1,1,0,0,0,0
1713,10,1,12395,3,6,1005,1315,50,18,0,0,0,1,0,0,0,0,0,0,1
1714,1,1,7452,5,15,1265,1005,20,28,1,0,0,0,0,0,0,0,0,1,0
1715,4,1,15554,5,18,1140,1185,15,23,0,1,0,0,0,0,0,0,1,0,0
1716,4,1,13067,5,6,905,1020,5,22,1,0,0,0,0,0,0,0,0,1,0
1717,3,0,6565,3,1,1065,910,35,2,1,0,0,0,0,0,0,0,0,1,0
1718,8,0,1965,5,24,435,345,30,1,0,0,0,1,0,0,0,0,0,0,1
1719,8,0,3332,3,27,725,570,35,2,0,0,0,0,1,0,0,1,0,0,0
1720,3,1,6208,3,21,610,325,45,4,0,0,0,0,0,1,1,0,0,0,0
1721,1,1,11161,3,18,1120,830,50,28,0,0,0,0,0,1,1,0,0,0,0
1722,1,2,12224,6,12,825,600,45,27,1,0,0,0,0,0,0,0,0,1,0
1723,4,1,9663,5,1,720,1135,5,17,1,0,0,0,0,0,0,0,0,1,0
1724,4,1,12284,3,18,915,535,20,6,0,0,0,0,0,1,1,0,0,0,0
1725,1,1,7480,5,27,565,1040,5,16,0,1,0,0,0,0,0,0,1,0,0
1726,4,1,17024,3,6,265,1155,10,9,0,1,0,0,0,0,0,0,1,0,0
1727,4,1,14151,6,6,1150,1225,45,22,1,0,0,0,0,0,0,0,0,1,0
1728,3,0,4804,6,21,1190,1035,35,2,1,0,0,0,0,0,0,0,0,1,0
1729,3,1,6069,5,18,1260,960,0,5,0,1,0,0,0,0,0,0,1,0,0
1730,10,1,6065,3,21,1315,400,15,15,0,0,0,0,0,1,1,0,0,0,0
1731,4,1,14151,5,18,585,1225,20,13,1,0,0,0,0,0,0,0,0,1,0
1732,4,1,14231,3,24,720,1135,5,17,1,0,0,0,0,0,0,0,0,1,0
1733,10,1,12395,3,6,565,940,45,17,0,0,0,1,0,0,0,0,0,0,1
1734,3,1,5636,4,24,445,120,25,5,0,1,0,0,0,0,0,0,1,0,0
1735,1,1,5232,4,6,1380,1060,20,5,0,1,0,0,0,0,0,0,1,0,0
1736,4,1,14714,6,1,265,840,25,14,0,1,0,0,0,0,0,0,1,0,0
1737,3,0,3850,5,6,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
1738,1,1,7258,5,27,575,1060,55,15,0,1,0,0,0,0,0,0,1,0,0
1739,4,1,17471,3,6,1220,1285,55,22,0,0,0,0,0,1,1,0,0,0,0
1740,8,0,4423,5,9,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
1741,3,0,2227,6,18,1370,1280,30,1,0,0,0,1,0,0,0,0,0,0,1
1742,6,1,13377,6,24,90,600,30,15,0,1,0,0,0,0,0,0,1,0,0
1743,4,0,8016,6,12,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
1744,1,1,5626,3,9,530,410,0,26,0,0,0,0,0,1,1,0,0,0,0
1745,3,0,6860,3,21,1185,1015,50,2,0,0,0,0,0,1,1,0,0,0,0
1746,3,1,6628,6,1,90,1115,55,6,0,1,0,0,0,0,0,0,1,0,0
1747,4,1,11627,6,6,755,780,35,23,0,1,0,0,0,0,0,0,1,0,0
1748,8,0,4174,6,9,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
1749,4,1,14714,6,1,265,1095,10,10,0,1,0,0,0,0,0,0,1,0,0
1750,4,1,14151,5,12,1265,575,30,11,1,0,0,0,0,0,0,0,0,1,0
1751,4,1,12898,5,27,1140,960,0,27,0,1,0,0,0,0,0,0,1,0,0
1752,4,1,12373,5,18,265,1310,35,6,0,1,0,0,0,0,0,0,1,0,0
1753,3,0,3943,6,18,780,610,50,2,0,0,1,0,0,0,1,0,0,0,0
1754,0,2,7870,6,9,1410,910,20,8,1,0,0,0,0,0,0,0,0,1,0
1755,4,0,8016,6,18,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
1756,1,2,10975,5,15,565,785,20,20,0,1,0,0,0,0,0,0,1,0,0
1757,3,0,3850,5,27,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
1758,3,0,4804,6,18,1390,1225,45,2,1,0,0,0,0,0,0,0,0,1,0
1759,4,1,15554,3,9,265,1250,35,7,0,1,0,0,0,0,0,0,1,0,0
1760,8,0,4465,3,18,575,415,40,2,1,0,0,0,0,0,0,0,0,1,0
1761,4,1,11841,6,9,605,1270,55,12,1,0,0,0,0,0,0,0,0,1,0
1762,6,1,19332,3,9,1155,480,15,11,0,1,0,0,0,0,0,0,1,0,0
1763,8,0,3841,6,21,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
1764,3,0,4591,4,12,780,610,50,2,0,0,1,0,0,0,1,0,0,0,0
1765,3,1,5192,5,24,1205,915,50,4,1,0,0,0,0,0,0,0,0,1,0
1766,4,1,10577,6,9,755,1095,20,18,0,1,0,0,0,0,0,0,1,0,0
1767,4,2,15129,5,18,265,1170,55,8,0,1,0,0,0,0,0,0,1,0,0
1768,6,1,11789,6,6,1140,360,0,13,0,1,0,0,0,0,0,0,1,0,0
1769,1,1,8372,6,15,460,1260,40,10,0,1,0,0,0,0,0,0,1,0,0
1770,6,1,8266,5,9,1155,360,15,13,0,1,0,0,0,0,0,0,1,0,0
1771,4,1,14781,5,6,1190,390,20,13,1,0,0,0,0,0,0,0,0,1,0
1772,10,0,5613,4,21,1175,1020,35,2,0,0,1,0,0,0,1,0,0,0,0
1773,4,0,7229,4,24,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
1774,3,1,6093,6,24,1260,510,30,12,0,1,0,0,0,0,0,0,1,0,0
1775,4,2,15544,5,21,755,330,5,7,0,1,0,0,0,0,0,0,1,0,0
1776,2,1,6296,5,18,815,445,10,6,0,1,0,0,0,0,0,0,1,0,0
1777,3,0,4804,4,27,740,575,45,2,1,0,0,0,0,0,0,0,0,1,0
1778,0,0,4284,3,18,520,350,50,2,0,0,0,0,0,1,1,0,0,0,0
1779,3,1,6558,3,21,1340,455,45,14,0,1,0,0,0,0,0,0,1,0,0
1780,3,1,5775,6,24,215,1310,45,5,0,1,0,0,0,0,0,0,1,0,0
1781,8,0,3543,6,21,635,500,15,2,0,0,0,0,1,0,0,1,0,0,0
1782,4,1,17024,3,6,1130,595,55,8,0,1,0,0,0,0,0,0,1,0,0
1783,4,0,4050,6,9,510,425,25,1,0,0,0,1,0,0,0,0,0,0,1
1784,1,2,14219,3,6,915,360,15,33,0,0,0,1,0,0,0,0,0,0,1
1785,4,1,26890,3,1,1105,700,45,6,0,0,0,0,0,1,1,0,0,0,0
1786,1,2,9653,6,15,1155,1185,30,23,0,1,0,0,0,0,0,0,1,0,0
1787,3,0,3943,6,21,530,365,45,2,0,0,1,0,0,0,1,0,0,0,0
1788,4,1,10844,5,18,980,845,15,26,1,0,0,0,0,0,0,0,0,1,0
1789,4,1,8849,4,1,280,1270,30,7,1,0,0,0,0,0,0,0,0,1,0
1790,3,0,2754,6,12,190,100,30,1,0,0,0,1,0,0,0,0,0,0,1
1791,1,2,10756,3,21,1155,410,25,36,0,1,0,0,0,0,0,0,1,0,0
1792,4,1,14151,5,21,1265,1020,5,28,1,0,0,0,0,0,0,0,0,1,0
1793,4,1,9899,6,12,1245,505,20,12,1,0,0,0,0,0,0,0,0,1,0
1794,4,1,12242,3,21,265,1320,25,6,0,1,0,0,0,0,0,0,1,0,0
1795,4,2,10368,6,9,755,1170,5,17,0,1,0,0,0,0,0,0,1,0,0
1796,3,0,5755,5,24,640,550,30,1,0,0,0,1,0,0,0,0,0,0,1
1797,4,1,10262,6,15,265,1095,10,10,0,1,0,0,0,0,0,0,1,0,0
1798,8,1,6643,6,6,1035,515,40,8,1,0,0,0,0,0,0,0,0,1,0
1799,7,1,9845,3,21,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
1800,4,1,11134,3,24,720,1135,5,17,1,0,0,0,0,0,0,0,0,1,0
1801,8,1,5583,6,1,680,365,15,5,0,1,0,0,0,0,0,0,1,0,0
1802,3,1,6069,5,15,1260,960,0,5,0,1,0,0,0,0,0,0,1,0,0
1803,4,1,13817,3,12,1220,345,35,14,0,0,0,0,0,1,1,0,0,0,0
1804,1,2,10283,3,6,1155,300,15,38,0,1,0,0,0,0,0,0,1,0,0
1805,1,1,7795,3,24,1265,590,15,11,1,0,0,0,0,0,0,0,0,1,0
1806,6,1,13977,3,9,460,20,20,7,0,1,0,0,0,0,0,0,1,0,0
1807,4,2,10919,6,1,265,405,40,21,0,1,0,0,0,0,0,0,1,0,0
1808,3,0,6038,3,3,1385,1225,40,2,1,0,0,0,0,0,0,0,0,1,0
1809,3,0,5601,5,21,530,335,15,3,0,1,0,0,0,0,0,0,1,0,0
1810,3,1,12351,3,9,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
1811,1,0,6094,4,15,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
1812,6,1,7575,5,15,1155,635,40,8,0,1,0,0,0,0,0,0,1,0,0
1813,4,1,16079,5,27,265,1310,35,6,0,1,0,0,0,0,0,0,1,0,0
1814,4,1,10262,6,15,1140,1155,45,23,0,1,0,0,0,0,0,0,1,0,0
1815,0,1,13470,6,9,1345,1005,40,5,0,1,0,0,0,0,0,0,1,0,0
1816,4,0,8016,6,27,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
1817,4,1,16289,3,9,1130,1095,35,24,0,1,0,0,0,0,0,0,1,0,0
1818,4,1,10262,6,6,265,1185,40,8,0,1,0,0,0,0,0,0,1,0,0
1819,3,0,4823,6,27,1280,1105,55,2,0,0,1,0,0,0,1,0,0,0,0
1820,10,0,5403,4,9,755,585,50,2,0,0,1,0,0,0,1,0,0,0,0
1821,4,1,12373,5,18,1140,1050,30,25,0,1,0,0,0,0,0,0,1,0,0
1822,8,1,13552,3,6,1345,850,15,8,0,0,0,1,0,0,0,0,0,0,1
1823,4,1,10844,5,9,1245,505,20,12,1,0,0,0,0,0,0,0,0,1,0
1824,1,2,22619,3,6,1425,580,5,14,0,0,0,1,0,0,0,0,0,0,1
1825,6,1,8625,5,27,1155,635,40,8,0,1,0,0,0,0,0,0,1,0,0
1826,3,0,4777,3,24,525,360,45,2,0,0,0,0,0,1,1,0,0,0,0
1827,3,0,5000,6,21,530,335,15,3,0,1,0,0,0,0,0,0,1,0,0
1828,4,2,21954,3,6,1185,1150,35,24,0,1,0,0,0,0,0,0,1,0,0
1829,4,1,11627,6,3,265,690,55,16,0,1,0,0,0,0,0,0,1,0,0
1830,4,1,13731,5,24,280,845,35,14,1,0,0,0,0,0,0,0,0,1,0
1831,3,0,3943,4,3,60,1330,50,2,0,0,1,0,0,0,1,0,0,0,0
1832,4,1,6992,3,21,1380,535,5,14,0,0,0,0,0,1,1,0,0,0,0
1833,4,1,13941,5,6,280,1135,45,9,1,0,0,0,0,0,0,0,0,1,0
1834,4,1,14924,6,12,1140,480,0,11,0,1,0,0,0,0,0,0,1,0,0
1835,4,1,18371,6,27,755,135,20,10,0,1,0,0,0,0,0,0,1,0,0
1836,3,0,7295,3,3,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
1837,1,1,9292,3,9,1000,1020,40,23,0,0,0,0,0,1,1,0,0,0,0
1838,4,1,13941,5,1,495,1200,15,12,1,0,0,0,0,0,0,0,0,1,0
1839,3,1,4150,3,24,590,255,35,5,1,0,0,0,0,0,0,0,0,1,0
1840,4,1,12681,4,1,1415,1200,35,27,1,0,0,0,0,0,0,0,0,1,0
1841,3,0,5601,6,3,530,335,15,3,0,1,0,0,0,0,0,0,1,0,0
1842,1,2,14960,5,21,535,590,5,23,1,0,0,0,0,0,0,0,0,1,0
1843,6,1,13377,6,6,90,960,30,9,0,1,0,0,0,0,0,0,1,0,0
1844,3,0,3342,3,21,805,720,25,1,0,0,0,1,0,0,0,0,0,0,1
1845,4,0,8016,6,6,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
1846,4,1,16736,3,6,1380,345,15,17,0,0,0,0,0,1,1,0,0,0,0
1847,4,1,10031,3,24,1180,1270,30,22,1,0,0,0,0,0,0,0,0,1,0
1848,1,1,7258,4,21,495,1230,45,11,0,1,0,0,0,0,0,0,1,0,0
1849,4,0,4030,5,15,525,360,45,2,0,0,1,0,0,0,1,0,0,0,0
1850,1,2,13381,6,24,1155,865,50,28,0,1,0,0,0,0,0,0,1,0,0
1851,4,2,16704,5,24,265,1385,20,29,0,1,0,0,0,0,0,0,1,0,0
1852,6,1,13587,6,24,1260,540,0,12,0,1,0,0,0,0,0,0,1,0,0
1853,4,0,5678,5,24,260,175,25,1,0,0,0,1,0,0,0,0,0,0,1
1854,4,1,7064,4,1,560,390,50,26,1,0,0,0,0,0,0,0,0,1,0
1855,3,0,2754,6,3,190,100,30,1,0,0,0,1,0,0,0,0,0,0,1
1856,10,0,4668,5,1,755,585,50,2,0,0,1,0,0,0,1,0,0,0,0
1857,0,0,4107,6,21,1345,1195,30,2,1,0,0,0,0,0,0,0,0,1,0
1858,3,1,5894,6,12,1260,295,5,16,0,1,0,0,0,0,0,0,1,0,0
1859,4,1,10262,6,6,265,1050,55,10,0,1,0,0,0,0,0,0,1,0,0
1860,4,1,13941,5,9,495,990,45,15,1,0,0,0,0,0,0,0,0,1,0
1861,0,1,6451,4,27,430,1005,25,14,0,1,0,0,0,0,0,0,1,0,0
1862,1,2,10975,6,27,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
1863,1,2,14746,3,6,460,720,40,19,0,1,0,0,0,0,0,0,1,0,0
1864,0,1,11410,6,6,430,1245,25,10,0,1,0,0,0,0,0,0,1,0,0
1865,8,0,3841,5,1,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
1866,1,2,13381,6,3,460,410,50,24,0,1,0,0,0,0,0,0,1,0,0
1867,6,1,15078,5,9,90,690,0,14,0,1,0,0,0,0,0,0,1,0,0
1868,1,1,8891,5,9,1110,565,5,9,1,0,0,0,0,0,0,0,0,1,0
1869,4,1,7757,5,9,605,845,0,20,1,0,0,0,0,0,0,0,0,1,0
1870,1,0,4441,4,9,525,345,0,3,0,0,1,0,0,0,1,0,0,0,0
1871,4,1,10031,3,24,1090,1185,25,22,1,0,0,0,0,0,0,0,0,1,0
1872,3,0,4823,4,12,950,780,50,2,0,0,1,0,0,0,1,0,0,0,0
1873,1,1,8576,5,24,1110,565,5,9,1,0,0,0,0,0,0,0,0,1,0
1874,4,1,11087,3,12,970,1235,35,19,0,0,0,0,0,1,1,0,0,0,0
1875,4,1,12373,5,18,755,600,35,26,0,1,0,0,0,0,0,0,1,0,0
1876,1,2,11432,5,21,335,565,10,20,1,0,0,0,0,0,0,0,0,1,0
1877,3,0,3175,6,15,1105,1015,30,1,0,0,0,1,0,0,0,0,0,0,1
1878,3,0,4804,5,12,740,575,45,2,1,0,0,0,0,0,0,0,0,1,0
1879,4,2,13014,6,27,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
1880,6,1,7563,3,6,1340,430,10,15,0,1,0,0,0,0,0,0,1,0,0
1881,8,0,3873,6,27,685,540,25,2,1,0,0,0,0,0,0,0,0,1,0
1882,3,1,6282,5,21,55,715,0,13,0,1,0,0,0,0,0,0,1,0,0
1883,6,1,11200,6,1,1140,510,30,10,0,1,0,0,0,0,0,0,1,0,0
1884,10,0,5613,4,24,1335,1170,45,2,0,0,1,0,0,0,1,0,0,0,0
1885,3,0,5601,6,9,1055,860,15,3,0,1,0,0,0,0,0,0,1,0,0
1886,4,1,10262,6,15,755,840,35,22,0,1,0,0,0,0,0,0,1,0,0
1887,3,0,14306,3,1,1375,1200,55,2,0,0,0,0,0,1,1,0,0,0,0
1888,4,1,7064,4,1,1245,1200,45,24,1,0,0,0,0,0,0,0,0,1,0
1889,4,1,18371,6,27,1140,425,55,11,0,1,0,0,0,0,0,0,1,0,0
1890,1,2,13591,5,18,1155,1215,0,23,0,1,0,0,0,0,0,0,1,0,0
1891,4,2,10368,6,1,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
1892,6,2,18275,6,12,90,1070,40,7,0,1,0,0,0,0,0,0,1,0,0
1893,3,0,3749,5,27,60,1330,50,2,0,0,1,0,0,0,1,0,0,0,0
1894,0,2,6810,6,6,1410,910,20,8,1,0,0,0,0,0,0,0,0,1,0
1895,6,1,7485,5,21,1260,700,20,9,0,1,0,0,0,0,0,0,1,0,0
1896,1,0,5510,5,27,1005,855,30,2,1,0,0,0,0,0,0,0,0,1,0
1897,4,1,10262,6,3,265,1095,10,10,0,1,0,0,0,0,0,0,1,0,0
1898,6,1,6723,6,24,970,430,0,9,0,1,0,0,0,0,0,0,1,0,0
1899,6,1,8307,3,21,930,480,30,7,0,1,0,0,0,0,0,0,1,0,0
1900,2,1,6146,4,21,815,355,40,7,0,1,0,0,0,0,0,0,1,0,0
1901,4,2,15129,5,27,755,805,10,23,0,1,0,0,0,0,0,0,1,0,0
1902,4,1,14388,5,1,720,390,30,5,1,0,0,0,0,0,0,0,0,1,0
1903,4,0,4544,4,6,525,360,45,2,0,0,1,0,0,0,1,0,0,0,0
1904,4,0,5198,4,12,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
1905,3,1,7503,5,18,90,555,15,16,0,1,0,0,0,0,0,0,1,0,0
1906,2,1,12314,3,1,1215,945,30,4,0,0,0,0,0,1,1,0,0,0,0
1907,1,1,8372,5,15,1155,780,15,6,0,1,0,0,0,0,0,0,1,0,0
1908,4,1,14781,5,21,1415,990,5,7,1,0,0,0,0,0,0,0,0,1,0
1909,4,0,8016,6,24,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
1910,3,0,6297,3,12,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
1911,4,1,14388,5,1,560,505,55,24,1,0,0,0,0,0,0,0,0,1,0
1912,2,1,6393,6,1,815,445,10,6,0,1,0,0,0,0,0,0,1,0,0
1913,4,1,14939,6,9,605,1270,55,12,1,0,0,0,0,0,0,0,0,1,0
1914,4,1,14781,5,21,1190,505,25,11,1,0,0,0,0,0,0,0,0,1,0
1915,3,1,14871,3,6,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
1916,8,0,4319,4,6,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
1917,4,1,13067,5,15,585,1020,45,16,1,0,0,0,0,0,0,0,0,1,0
1918,4,1,26890,3,1,495,1015,20,15,0,0,0,0,0,1,1,0,0,0,0
1919,4,1,9134,3,15,795,420,15,6,0,0,0,0,0,1,1,0,0,0,0
1920,3,0,3943,4,3,15,1275,0,3,0,0,1,0,0,0,1,0,0,0,0
1921,1,1,8879,6,24,1155,420,15,12,0,1,0,0,0,0,0,0,1,0,0
1922,4,1,14571,5,24,720,1135,5,17,1,0,0,0,0,0,0,0,0,1,0
1923,3,0,5644,6,15,730,575,35,2,1,0,0,0,0,0,0,0,0,1,0
1924,4,1,9663,6,9,280,390,10,22,1,0,0,0,0,0,0,0,0,1,0
1925,4,1,14571,6,9,1415,845,30,9,1,0,0,0,0,0,0,0,0,1,0
